Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Target,Days_Since_Registration,Age,FamilySize,TotalSpent,SpentPerPerson,TotalPurchases,NumWebPurchases_Ratio,NumCatalogPurchases_Ratio,NumStorePurchases_Ratio,CampaignAcceptanceRate,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Education_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_Unknown
7500.0,0,0,59,6.0,16.0,11.0,11.0,1.0,16.0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,,49,1,61.0,61.0,5,0.4,0.0,0.6,0.0,True,False,False,False,False,False,True,False,False,False,False
63033.0,0,0,82,194.0,61.0,480.0,225.0,112.0,30.0,1,3,4,8,2,0,0,0,0,0,0,3,11,0,,66,1,1102.0,1102.0,15,0.2,0.26666666666666666,0.5333333333333333,0.0,False,True,False,False,False,True,False,False,False,False,False
59354.0,1,1,53,233.0,2.0,53.0,3.0,5.0,14.0,3,6,1,5,6,0,0,0,0,0,0,3,11,0,,73,3,310.0,103.333336,12,0.5,0.08333333333333333,0.4166666666666667,0.0,False,False,True,False,False,True,False,False,False,False,False
17323.0,0,0,38,3.0,14.0,17.0,6.0,1.0,5.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,4578.0,38,1,46.0,46.0,4,0.25,0.0,0.75,0.0,False,True,False,False,False,False,True,False,False,False,False
82800.0,0,0,23,7.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,0,0,1,1,0,0,3,11,1,,79,1,316.0,316.0,25,0.28,0.24,0.48,0.4,False,False,False,True,False,False,False,True,False,False,False
41850.0,1,1,51,53.0,5.0,19.0,2.0,13.0,4.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,,45,3,96.0,32.0,6,0.5,0.0,0.5,0.0,False,True,False,False,False,False,True,False,False,False,False
37760.0,0,0,20,84.0,5.0,38.0,150.0,12.0,28.0,2,4,1,6,7,0,0,0,0,0,0,3,11,0,,79,1,317.0,317.0,11,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.0,False,True,False,False,False,False,False,False,True,False,False
76995.0,0,1,91,1012.0,80.0,498.0,0.0,16.0,3.0,2,11,4,9,5,0,0,0,1,0,0,3,11,1,,76,2,1609.0,804.5,24,0.4583333333333333,0.16666666666666666,0.375,0.2,False,False,True,False,False,False,True,False,False,False,False
33812.0,1,0,86,4.0,17.0,19.0,30.0,24.0,39.0,2,2,1,3,6,0,0,0,0,0,0,3,11,0,4791.0,40,2,133.0,66.5,6,0.3333333333333333,0.16666666666666666,0.5,0.0,False,False,False,False,False,False,False,True,False,False,False
37040.0,0,0,41,86.0,2.0,73.0,69.0,38.0,48.0,1,4,2,5,8,0,0,0,0,0,0,3,11,0,4641.0,43,1,316.0,316.0,11,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.0,False,True,False,False,False,False,True,False,False,False,False
2447.0,1,0,42,1.0,1.0,1725.0,1.0,1.0,1.0,15,0,28,0,1,0,0,0,0,0,0,3,11,0,4344.0,46,2,1730.0,865.0,28,0.0,1.0,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False
58607.0,0,1,63,867.0,0.0,86.0,0.0,0.0,19.0,3,2,3,9,8,0,1,0,0,0,0,3,11,1,,76,2,972.0,486.0,14,0.14285714285714285,0.21428571428571427,0.6428571428571429,0.2,False,False,False,True,False,False,True,False,False,False,False
65324.0,0,1,0,384.0,0.0,102.0,21.0,32.0,5.0,3,6,2,9,4,0,0,0,0,0,0,3,11,0,3826.0,71,2,544.0,272.0,17,0.35294117647058826,0.11764705882352941,0.5294117647058824,0.0,False,False,False,True,False,False,True,False,False,False,False
40689.0,0,1,69,270.0,3.0,27.0,39.0,6.0,99.0,7,7,1,5,8,0,0,0,0,0,0,3,11,0,,74,2,444.0,222.0,13,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.0,False,True,False,False,False,False,False,False,True,False,False
18589.0,0,0,89,6.0,4.0,25.0,15.0,12.0,13.0,2,2,1,3,7,0,0,0,0,0,0,3,11,0,4464.0,56,1,75.0,75.0,6,0.3333333333333333,0.16666666666666666,0.5,0.0,False,True,False,False,False,False,False,True,False,False,False
53359.0,1,1,4,173.0,4.0,30.0,3.0,6.0,41.0,4,5,1,4,7,0,0,0,0,0,0,3,11,1,,49,3,257.0,85.666664,10,0.5,0.1,0.4,0.0,False,True,False,False,False,False,True,False,False,False,False
51277.0,1,0,19,5.0,1.0,800.0,3.0,263.0,362.0,0,27,0,0,1,0,0,0,0,0,0,3,11,1,,39,2,1434.0,717.0,27,1.0,0.0,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False
38360.0,1,0,26,36.0,2.0,42.0,20.0,21.0,10.0,2,2,1,4,3,0,0,0,0,0,0,3,11,0,,36,2,131.0,65.5,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.0,False,True,False,False,False,False,True,False,False,False,False
84618.0,0,0,96,684.0,100.0,801.0,21.0,66.0,0.0,1,6,9,10,2,0,0,1,0,0,0,3,11,1,,60,1,1672.0,1672.0,25,0.24,0.36,0.4,0.2,False,False,False,True,False,False,True,False,False,False,False
10979.0,0,0,34,8.0,4.0,10.0,2.0,2.0,4.0,2,3,0,3,5,0,0,0,0,0,0,3,11,0,,36,1,30.0,30.0,6,0.5,0.0,0.5,0.0,False,False,True,False,False,True,False,False,False,False,False
38620.0,0,0,56,112.0,17.0,44.0,34.0,22.0,89.0,1,2,5,3,3,0,0,0,0,0,0,3,11,0,4187.0,62,1,318.0,318.0,10,0.2,0.5,0.3,0.0,False,False,True,False,False,False,False,False,True,False,False
40548.0,0,1,31,110.0,0.0,5.0,2.0,0.0,3.0,2,2,1,4,5,0,1,0,0,0,0,3,11,0,4578.0,55,2,120.0,60.0,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2,False,True,False,False,False,False,False,False,True,False,False
46610.0,0,2,8,96.0,12.0,96.0,33.0,22.0,43.0,6,4,1,6,6,0,0,0,0,0,0,3,11,1,,73,3,302.0,100.666664,11,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.0,False,False,False,True,False,True,False,False,False,False,False
68657.0,0,0,4,482.0,34.0,471.0,119.0,68.0,22.0,1,3,5,9,7,0,0,0,0,0,0,3,11,1,,79,1,1196.0,1196.0,17,0.17647058823529413,0.29411764705882354,0.5294117647058824,0.0,False,False,True,False,False,False,True,False,False,False,False
49389.0,1,1,55,40.0,0.0,19.0,2.0,1.0,3.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0,,74,3,65.0,21.666666,5,0.4,0.0,0.6,0.0,False,False,True,False,False,False,False,True,False,False,False
67353.0,0,1,37,702.0,17.0,151.0,0.0,8.0,35.0,5,5,6,12,2,0,0,0,0,0,0,3,11,1,,55,2,913.0,456.5,23,0.21739130434782608,0.2608695652173913,0.5217391304347826,0.0,False,False,False,True,False,False,True,False,False,False,False
23718.0,1,0,76,6.0,3.0,14.0,15.0,7.0,36.0,3,3,1,2,7,0,0,0,0,0,0,3,11,0,4456.0,49,2,81.0,40.5,6,0.5,0.16666666666666666,0.3333333333333333,0.0,False,False,False,False,False,False,True,False,False,False,False
42429.0,0,1,99,55.0,0.0,6.0,2.0,0.0,4.0,2,1,1,3,5,0,0,0,0,0,0,3,11,0,3825.0,52,2,67.0,33.5,5,0.2,0.2,0.6,0.0,False,True,False,False,False,False,False,False,False,True,False
48948.0,0,0,53,437.0,8.0,206.0,160.0,49.0,42.0,2,7,10,5,6,1,0,0,0,0,0,3,11,0,4494.0,82,1,902.0,902.0,22,0.3181818181818182,0.45454545454545453,0.22727272727272727,0.2,False,False,False,True,False,True,False,False,False,False,False
80011.0,0,1,3,421.0,76.0,536.0,82.0,178.0,102.0,2,8,6,5,4,0,0,0,0,0,0,3,11,1,,45,2,1395.0,697.5,19,0.42105263157894735,0.3157894736842105,0.2631578947368421,0.0,False,True,False,False,False,False,True,False,False,False,False
20559.0,1,0,88,13.0,1.0,29.0,3.0,0.0,7.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,4159.0,40,2,53.0,26.5,5,0.4,0.0,0.6,0.0,False,False,True,False,False,False,True,False,False,False,False
21994.0,0,1,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,,68,2,22.0,11.0,3,0.0,0.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False
51277.0,0,0,80,81.0,11.0,50.0,3.0,2.0,39.0,1,1,3,4,2,0,0,0,0,0,0,3,11,0,4365.0,66,1,186.0,186.0,8,0.125,0.375,0.5,0.0,False,False,False,True,False,False,False,True,False,False,False
7500.0,1,0,19,3.0,1.0,10.0,3.0,2.0,12.0,3,2,0,3,5,0,0,0,0,0,0,3,11,0,4455.0,50,2,31.0,15.5,5,0.4,0.0,0.6,0.0,False,False,True,False,False,False,True,False,False,False,False
79941.0,0,0,72,123.0,164.0,266.0,227.0,30.0,174.0,1,2,4,9,1,0,0,0,0,0,0,3,11,0,,49,1,984.0,984.0,15,0.13333333333333333,0.26666666666666666,0.6,0.0,False,True,False,False,False,False,False,True,False,False,False
7500.0,0,0,24,3.0,18.0,14.0,15.0,22.0,50.0,3,3,1,3,9,0,0,0,0,0,0,3,11,0,4607.0,29,1,122.0,122.0,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,False,False,False,False,False,False,True,False,False,False,False
41728.0,1,0,92,13.0,6.0,15.0,3.0,5.0,13.0,1,2,0,2,10,0,0,0,0,0,0,3,11,0,,57,2,55.0,27.5,4,0.5,0.0,0.5,0.0,False,True,False,False,False,False,False,False,True,False,False
51277.0,2,1,96,48.0,5.0,48.0,6.0,10.0,7.0,3,2,1,4,6,0,0,0,0,0,0,3,11,0,4130.0,74,4,124.0,31.0,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.0,False,True,False,False,False,False,False,True,False,False,False
72550.0,1,1,39,826.0,50.0,317.0,50.0,38.0,38.0,9,5,2,12,8,0,0,0,0,0,0,3,11,1,4638.0,71,3,1319.0,439.66666,19,0.2631578947368421,0.10526315789473684,0.631578947368421,0.0,False,False,False,True,False,False,True,False,False,False,False
65486.0,0,1,29,245.0,19.0,125.0,37.0,67.0,14.0,1,4,2,10,2,0,0,0,0,0,0,3,11,0,3792.0,68,2,507.0,253.5,16,0.25,0.125,0.625,0.0,False,True,False,False,False,False,False,False,False,True,False
79143.0,0,0,2,650.0,37.0,780.0,27.0,167.0,32.0,1,6,9,13,3,0,0,0,0,0,0,3,11,1,4549.0,61,1,1693.0,1693.0,28,0.21428571428571427,0.32142857142857145,0.4642857142857143,0.0,False,False,True,False,False,False,True,False,False,False,False
35790.0,1,0,54,,6.0,20.0,30.0,1.0,3.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,4464.0,48,2,60.0,30.0,5,0.4,0.0,0.6,0.0,False,True,False,False,False,False,False,True,False,False,False
82582.0,0,0,54,510.0,120.0,550.0,156.0,40.0,241.0,1,4,9,7,1,1,0,0,1,0,0,3,11,1,3944.0,48,1,1617.0,1617.0,20,0.2,0.45,0.35,0.4,False,True,False,False,False,True,False,False,False,False,False
66373.0,1,1,57,328.0,9.0,124.0,12.0,24.0,109.0,7,4,2,10,3,0,0,0,0,0,0,3,11,0,4156.0,47,3,606.0,202.0,16,0.25,0.125,0.625,0.0,False,True,False,False,False,False,True,False,False,False,False
82384.0,0,0,55,984.0,51.0,432.0,180.0,120.0,190.0,1,3,10,13,1,0,0,1,0,0,0,3,11,1,,70,1,1957.0,1957.0,26,0.11538461538461539,0.38461538461538464,0.5,0.2,False,False,True,False,False,False,False,False,True,False,False
70287.0,0,0,30,295.0,35.0,482.0,121.0,120.0,40.0,1,5,5,10,3,0,0,0,0,0,0,3,11,0,4461.0,59,1,1093.0,1093.0,20,0.25,0.25,0.5,0.0,False,True,False,False,False,True,False,False,False,False,False
27938.0,1,0,31,13.0,0.0,8.0,2.0,1.0,5.0,1,1,0,4,3,0,0,0,0,0,0,3,11,0,,37,2,29.0,14.5,5,0.2,0.0,0.8,0.0,False,True,False,False,False,False,False,True,False,False,False
51277.0,1,0,57,11.0,3.0,22.0,2.0,2.0,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,,43,2,46.0,23.0,5,0.4,0.0,0.6,0.0,False,True,False,False,False,False,False,True,False,False,False
55954.0,0,1,63,447.0,0.0,28.0,0.0,0.0,43.0,3,8,2,6,7,0,0,0,0,0,0,3,11,1,4069.0,57,2,518.0,259.0,16,0.5,0.125,0.375,0.0,False,False,False,True,False,False,True,False,False,False,False
75777.0,0,0,12,712.0,26.0,538.0,69.0,13.0,80.0,1,3,6,11,1,0,1,1,0,0,0,3,11,1,4399.0,43,1,1438.0,1438.0,20,0.15,0.3,0.55,0.4,False,False,True,False,False,False,False,True,False,False,False
66653.0,1,1,18,452.0,18.0,102.0,16.0,18.0,6.0,4,4,2,12,3,0,0,0,0,0,0,3,11,1,4671.0,50,3,612.0,204.0,18,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,False,True,False,False,False,False,False,False,True,False,False
61823.0,0,1,26,523.0,7.0,134.0,37.0,14.0,169.0,4,8,2,10,7,0,0,0,0,0,0,3,11,1,,73,2,884.0,442.0,20,0.4,0.1,0.5,0.0,False,True,False,False,False,False,False,True,False,False,False
67680.0,0,1,8,546.0,0.0,48.0,0.0,6.0,6.0,1,7,3,8,5,0,0,0,0,0,0,3,11,1,4186.0,74,2,606.0,303.0,18,0.3888888888888889,0.16666666666666666,0.4444444444444444,0.0,False,False,False,True,False,False,False,False,False,True,False
70666.0,0,0,29,398.0,40.0,367.0,119.0,122.0,30.0,1,7,4,4,4,0,0,0,0,0,0,3,11,1,4333.0,77,1,1076.0,1076.0,15,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.0,False,True,False,False,False,False,False,False,True,False,False
25721.0,1,0,75,1.0,3.0,6.0,3.0,6.0,15.0,1,1,1,2,7,0,0,0,0,0,0,3,11,0,,54,2,34.0,17.0,4,0.25,0.25,0.5,0.0,False,True,False,False,False,False,True,False,False,False,False
32474.0,1,1,0,10.0,0.0,1.0,0.0,0.0,0.0,1,1,0,2,7,0,0,0,0,0,0,3,11,1,3822.0,58,3,11.0,3.6666667,3,0.3333333333333333,0.0,0.6666666666666666,0.0,False,True,False,False,False,False,False,False,True,False,False
88194.0,0,1,19,688.0,14.0,309.0,201.0,24.0,38.0,1,11,10,10,5,1,0,0,1,0,0,3,11,1,,46,2,1274.0,637.0,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.4,False,False,False,False,False,False,False,True,False,False,False
69096.0,0,1,4,247.0,49.0,159.0,7.0,82.0,109.0,1,5,2,10,4,0,0,0,0,0,0,3,11,1,,67,2,653.0,326.5,17,0.29411764705882354,0.11764705882352941,0.5882352941176471,0.0,False,True,False,False,False,False,False,False,True,False,False
74854.0,1,2,90,856.0,59.0,487.0,58.0,29.0,73.0,7,2,5,5,5,0,0,0,0,0,0,3,11,1,4280.0,55,4,1562.0,390.5,12,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0,False,True,False,False,False,False,False,False,True,False,False
66991.0,0,0,1,496.0,36.0,460.0,189.0,60.0,12.0,3,4,8,6,3,0,0,0,0,0,0,3,11,1,4548.0,71,1,1253.0,1253.0,18,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,False,False,True,False,False,False,True,False,False,False,False
51277.0,1,0,25,25.0,3.0,43.0,17.0,4.0,17.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,,52,2,109.0,54.5,6,0.5,0.0,0.5,0.0,False,False,False,False,False,False,True,False,False,False,False
65031.0,0,1,29,258.0,107.0,291.0,84.0,37.0,86.0,4,10,3,13,7,0,0,0,0,0,0,3,11,1,,66,2,863.0,431.5,26,0.38461538461538464,0.11538461538461539,0.5,0.0,False,True,False,False,False,False,True,False,False,False,False
60631.0,1,1,88,565.0,6.0,65.0,0.0,6.0,19.0,5,9,2,8,7,0,1,0,0,0,0,3,11,1,4372.0,50,3,661.0,220.33333,19,0.47368421052631576,0.10526315789473684,0.42105263157894735,0.2,False,False,False,True,False,False,True,False,False,False,False
28332.0,0,0,58,14.0,10.0,13.0,4.0,15.0,9.0,1,2,1,4,2,0,0,0,0,0,0,3,11,0,,73,1,65.0,65.0,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.0,False,True,False,False,False,False,True,False,False,False,False
40246.0,1,0,68,2.0,1.0,6.0,2.0,1.0,1.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,,48,2,13.0,6.5,3,0.3333333333333333,0.0,0.6666666666666666,0.0,False,True,False,False,False,True,False,False,False,False,False
75251.0,0,0,34,721.0,111.0,925.0,97.0,18.0,18.0,1,7,6,5,5,0,0,0,0,0,0,3,11,0,,53,1,1890.0,1890.0,18,0.3888888888888889,0.3333333333333333,0.2777777777777778,0.0,False,False,True,False,False,False,True,False,False,False,False
75825.0,0,0,40,1032.0,105.0,779.0,137.0,105.0,51.0,0,5,8,9,4,1,0,0,0,0,0,3,11,1,4517.0,49,1,2209.0,2209.0,22,0.22727272727272727,0.36363636363636365,0.4090909090909091,0.2,False,True,False,False,False,False,False,True,False,False,False
26326.0,0,0,12,1.0,0.0,5.0,0.0,3.0,9.0,1,0,0,3,3,0,0,0,0,0,1,3,11,0,4397.0,49,1,18.0,18.0,3,0.0,0.0,1.0,0.0,False,False,False,False,False,False,False,False,True,False,False
56046.0,0,0,9,577.0,0.0,64.0,0.0,0.0,51.0,2,10,1,8,8,1,0,0,0,0,0,3,11,1,4464.0,60,1,692.0,692.0,19,0.5263157894736842,0.05263157894736842,0.42105263157894735,0.2,False,True,False,False,False,False,False,False,True,False,False
29760.0,1,0,87,64.0,4.0,68.0,7.0,5.0,17.0,4,3,1,4,8,0,0,0,0,0,0,3,11,0,,40,2,165.0,82.5,8,0.375,0.125,0.5,0.0,False,True,False,False,False,False,False,True,False,False,False
26304.0,1,0,5,4.0,1.0,5.0,2.0,0.0,34.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,,56,2,46.0,23.0,3,0.3333333333333333,0.0,0.6666666666666666,0.0,False,True,False,False,False,False,True,False,False,False,False
23559.0,1,0,87,25.0,5.0,19.0,7.0,0.0,23.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0,4430.0,52,2,79.0,39.5,6,0.5,0.0,0.5,0.0,False,False,False,False,False,False,True,False,False,False,False
38620.0,0,0,56,112.0,17.0,44.0,34.0,22.0,89.0,1,2,5,3,3,0,0,0,0,0,0,3,11,0,4187.0,62,1,318.0,318.0,10,0.2,0.5,0.3,0.0,False,False,True,False,False,False,False,False,True,False,False
81361.0,0,0,18,163.0,23.0,424.0,27.0,65.0,76.0,1,3,10,13,1,0,0,0,0,0,0,3,11,0,,38,1,778.0,778.0,26,0.11538461538461539,0.38461538461538464,0.5,0.0,False,True,False,False,False,True,False,False,False,False,False
29440.0,1,1,95,17.0,8.0,,10.0,4.0,3.0,2,1,0,4,7,0,0,0,0,0,0,3,11,0,4184.0,65,3,42.0,14.0,5,0.2,0.0,0.8,0.0,False,True,False,False,False,False,True,False,False,False,False
36138.0,1,1,48,130.0,0.0,16.0,0.0,0.0,5.0,5,3,1,4,7,0,1,0,0,0,0,3,11,0,,55,3,151.0,50.333332,8,0.375,0.125,0.5,0.2,False,False,True,False,False,False,True,False,False,False,False
50388.0,0,1,3,292.0,6.0,37.0,0.0,3.0,34.0,4,6,1,6,7,0,1,0,1,0,0,3,11,1,,68,2,372.0,186.0,13,0.46153846153846156,0.07692307692307693,0.46153846153846156,0.4,False,True,False,False,False,False,False,True,False,False,False
79593.0,0,0,70,350.0,60.0,568.0,110.0,133.0,145.0,1,5,6,7,2,0,0,1,0,0,0,3,11,0,3792.0,52,1,1366.0,1366.0,18,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.2,False,True,False,False,False,False,True,False,False,False,False
54178.0,0,1,79,135.0,9.0,39.0,4.0,0.0,7.0,1,2,2,5,2,0,0,0,0,0,0,3,11,0,,58,2,194.0,97.0,9,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.0,False,True,False,False,False,False,False,False,True,False,False
51277.0,2,1,4,,42.0,192.0,49.0,37.0,53.0,12,7,2,8,9,0,0,0,0,0,0,3,11,1,,68,4,373.0,93.25,17,0.4117647058823529,0.11764705882352941,0.47058823529411764,0.0,False,False,False,True,False,False,True,False,False,False,False
51277.0,1,1,45,7.0,0.0,8.0,2.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,1,,68,3,18.0,6.0,3,0.3333333333333333,0.0,0.6666666666666666,0.0,False,True,False,False,False,False,False,True,False,False,False
51277.0,0,0,87,445.0,37.0,359.0,98.0,28.0,18.0,1,2,4,8,1,0,0,0,0,0,0,3,11,0,,52,1,985.0,985.0,14,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,False,False,True,False,False,False,False,False,True,False,False
42394.0,1,0,69,15.0,2.0,10.0,0.0,1.0,4.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,,53,2,32.0,16.0,4,0.25,0.0,0.75,0.0,False,False,True,False,False,False,False,True,False,False,False
23626.0,1,0,84,27.0,2.0,14.0,0.0,0.0,0.0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,,55,2,43.0,21.5,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,False,False,False,True,False,False,True,False,False,False,False
30096.0,1,0,30,5.0,3.0,11.0,12.0,5.0,9.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,,42,2,45.0,22.5,5,0.4,0.0,0.6,0.0,False,True,False,False,False,False,True,False,False,False,False
47916.0,0,1,72,505.0,0.0,26.0,0.0,0.0,75.0,5,7,4,6,6,0,1,0,0,0,0,3,11,1,,65,2,606.0,303.0,17,0.4117647058823529,0.23529411764705882,0.35294117647058826,0.2,False,True,False,False,False,False,False,False,False,True,False
51813.0,1,1,37,51.0,2.0,7.0,0.0,1.0,2.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,4188.0,53,3,63.0,21.0,5,0.4,0.0,0.6,0.0,False,True,False,False,False,True,False,False,False,False,False
78497.0,0,0,44,207.0,26.0,447.0,75.0,0.0,223.0,1,5,7,12,2,0,0,0,1,0,0,3,11,1,4484.0,74,1,978.0,978.0,24,0.20833333333333334,0.2916666666666667,0.5,0.2,False,False,False,False,False,False,True,False,False,False,False
50150.0,0,0,32,135.0,46.0,92.0,65.0,61.0,11.0,2,5,2,7,5,0,0,0,0,0,0,3,11,0,,42,1,410.0,410.0,14,0.35714285714285715,0.14285714285714285,0.5,0.0,False,False,False,True,False,False,True,False,False,False,False
47823.0,0,1,0,53.0,1.0,5.0,2.0,1.0,10.0,2,2,0,3,8,0,0,0,0,0,0,3,11,1,,65,2,72.0,36.0,5,0.4,0.0,0.6,0.0,False,False,False,False,False,False,False,True,False,False,False
34554.0,0,1,43,41.0,1.0,6.0,2.0,0.0,5.0,2,2,0,3,6,0,0,0,0,0,0,3,11,1,,66,2,55.0,27.5,5,0.4,0.0,0.6,0.0,False,False,False,True,False,False,False,True,False,False,False
85693.0,0,1,59,386.0,172.0,183.0,185.0,132.0,111.0,2,9,5,11,5,0,0,0,0,0,0,3,11,1,,46,2,1169.0,584.5,25,0.36,0.2,0.44,0.0,False,True,False,False,False,False,False,False,True,False,False
65846.0,0,0,68,562.0,81.0,276.0,80.0,40.0,81.0,1,6,3,6,4,0,0,0,0,0,0,3,11,0,,80,1,1120.0,1120.0,15,0.4,0.2,0.4,0.0,False,False,False,True,False,False,True,False,False,False,False
87195.0,0,0,35,217.0,76.0,690.0,50.0,26.0,38.0,1,3,11,5,1,0,0,0,0,0,0,3,11,0,3914.0,66,1,1097.0,1097.0,19,0.15789473684210525,0.5789473684210527,0.2631578947368421,0.0,False,True,False,False,False,False,True,False,False,False,False
