ID,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Target,Days_Since_Registration,Age,FamilySize,YearsSinceRegistration,TotalSpend,TotalAcceptedCampaigns,TotalPurchases,WebProportion,CatalogProportion,StoreProportion,WebConversionRatio,ChildAdultRatio,IncomePerMember,HasChildren,TotalSpent,WinesRatio,FruitsRatio,MeatProductsRatio,FishProductsRatio,SweetProductsRatio,GoldProdsRatio,SpentPerPerson,SpendingVolatility,WebRatio,CatalogRatio,StoreRatio,AvgBasketSize,WebEngagementRatio,CampaignAcceptanceRate,TenureYears,PurchaseFrequency,DealRatio,RecencyRatio,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Education_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_Unknown,Age_x_Income,WebEngagement_x_Age
1994,51277.0,1,0,11,5.0,5.0,6.0,0.0,2.0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,1,4335,42,2,11.868583162217659,19.0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.14285714285714285,1.0,25638.5,1,19.0,0.2631579,0.2631579,0.31578946,0.0,0.10526316,0.05263158,9.5,2.4832773,0.3333333333333333,0.0,0.6666666666666666,6.333333333333333,7.0,0.0,11.868583162217659,0.2527681660899654,0.3333333333333333,0.0025374855824682814,False,True,False,False,False,False,True,False,False,False,False,2153.634,2.94
387,7500.0,0,0,59,6.0,16.0,11.0,11.0,1.0,16.0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,4335,49,1,11.868583162217659,61.0,0,5,0.4,0.0,0.6,0.25,0.0,7500.0,0,61.0,0.09836066,0.26229507,0.18032786,0.18032786,0.016393442,0.26229507,61.0,5.8452263,0.4,0.0,0.6,12.2,4.0,0.0,11.868583162217659,0.421280276816609,0.2,0.013610149942329872,True,False,False,False,False,False,True,False,False,False,False,367.5,1.96
2125,63033.0,0,0,82,194.0,61.0,480.0,225.0,112.0,30.0,1,3,4,8,2,0,0,0,0,0,0,3,11,0,4335,66,1,11.868583162217659,1102.0,0,15,0.2,0.26666666666666666,0.5333333333333333,1.5,0.0,63033.0,0,1102.0,0.17604356,0.055353902,0.4355717,0.20417424,0.10163339,0.027223231,1102.0,163.35564,0.2,0.26666666666666666,0.5333333333333333,73.46666666666667,0.6666666666666666,0.0,11.868583162217659,1.263840830449827,0.06666666666666667,0.018915801614763552,False,True,False,False,False,True,False,False,False,False,False,4160.178,0.44
8180,59354.0,1,1,53,233.0,2.0,53.0,3.0,5.0,14.0,3,6,1,5,6,0,0,0,0,0,0,3,11,0,4335,73,3,11.868583162217659,310.0,0,12,0.5,0.08333333333333333,0.4166666666666667,1.0,2.0,19784.666666666668,1,310.0,0.7516129,0.006451613,0.17096774,0.009677419,0.016129032,0.045161292,103.333336,90.90141,0.5,0.08333333333333333,0.4166666666666667,25.833333333333332,1.0,0.0,11.868583162217659,1.0110726643598615,0.25,0.012226066897347175,False,False,True,False,False,True,False,False,False,False,False,4332.842,0.73
2569,17323.0,0,0,38,3.0,14.0,17.0,6.0,1.0,5.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,4578,38,1,12.53388090349076,46.0,0,4,0.25,0.0,0.75,0.125,0.0,17323.0,0,46.0,0.06521739,0.3043478,0.36956522,0.13043478,0.02173913,0.10869565,46.0,6.3770423,0.25,0.0,0.75,11.5,8.0,0.0,12.53388090349076,0.31913499344692003,0.25,0.008300567933595456,False,True,False,False,False,False,True,False,False,False,False,658.274,3.04
2114,82800.0,0,0,23,7.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,0,0,1,1,0,0,3,11,1,4335,79,1,11.868583162217659,316.0,2,25,0.28,0.24,0.48,2.3333333333333335,0.0,82800.0,0,316.0,0.022151899,0.06962025,0.36392406,0.18670887,0.21518987,0.14240506,316.0,38.06661,0.28,0.24,0.48,12.64,0.42857142857142855,0.4,11.868583162217659,2.106401384083045,0.04,0.00530565167243368,False,False,False,True,False,False,False,True,False,False,False,6541.2,0.3385714285714285
9736,41850.0,1,1,51,53.0,5.0,19.0,2.0,13.0,4.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,4335,45,3,11.868583162217659,96.0,0,6,0.5,0.0,0.5,0.375,2.0,13950.0,1,96.0,0.5520833,0.052083332,0.19791667,0.020833334,0.13541667,0.041666668,32.0,19.224983,0.5,0.0,0.5,16.0,2.6666666666666665,0.0,11.868583162217659,0.5055363321799308,0.5,0.011764705882352941,False,True,False,False,False,False,True,False,False,False,False,1883.25,1.2
4939,37760.0,0,0,20,84.0,5.0,38.0,150.0,12.0,28.0,2,4,1,6,7,0,0,0,0,0,0,3,11,0,4335,79,1,11.868583162217659,317.0,0,11,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.5714285714285714,0.0,37760.0,0,317.0,0.26498422,0.01577287,0.119873814,0.4731861,0.03785489,0.08832808,317.0,55.14496,0.36363636363636365,0.09090909090909091,0.5454545454545454,28.818181818181817,1.75,0.0,11.868583162217659,0.9268166089965398,0.18181818181818182,0.00461361014994233,False,True,False,False,False,False,False,False,True,False,False,2983.04,1.3825
6565,76995.0,0,1,91,1012.0,80.0,498.0,0.0,16.0,3.0,2,11,4,9,5,0,0,0,1,0,0,3,11,1,4335,76,2,11.868583162217659,1609.0,1,24,0.4583333333333333,0.16666666666666666,0.375,2.2,1.0,38497.5,1,1609.0,0.6289621,0.049720325,0.309509,0.0,0.009944065,0.0018645121,804.5,411.66318,0.4583333333333333,0.16666666666666666,0.375,67.04166666666667,0.45454545454545453,0.2,11.868583162217659,2.022145328719723,0.08333333333333333,0.0209919261822376,False,False,True,False,False,False,True,False,False,False,False,5851.62,0.34545454545454546
2278,33812.0,1,0,86,4.0,17.0,19.0,30.0,24.0,39.0,2,2,1,3,6,0,0,0,0,0,0,3,11,0,4791,40,2,13.117043121149898,133.0,0,6,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,1.0,16906.0,1,133.0,0.030075189,0.12781955,0.14285715,0.22556391,0.18045112,0.2932331,66.5,11.956866,0.3333333333333333,0.16666666666666666,0.5,22.166666666666668,3.0,0.0,13.117043121149898,0.4574201628052598,0.3333333333333333,0.017950323523272804,False,False,False,False,False,False,False,True,False,False,False,1352.48,1.2
9360,37040.0,0,0,41,86.0,2.0,73.0,69.0,38.0,48.0,1,4,2,5,8,0,0,0,0,0,0,3,11,0,4641,43,1,12.706365503080082,316.0,0,11,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.5,0.0,37040.0,0,316.0,0.2721519,0.006329114,0.23101266,0.21835443,0.12025317,0.15189873,316.0,30.316113,0.36363636363636365,0.18181818181818182,0.45454545454545453,28.727272727272727,2.0,0.0,12.706365503080082,0.8657078215901746,0.09090909090909091,0.00883430295195001,False,True,False,False,False,False,True,False,False,False,False,1592.72,0.86
5376,2447.0,1,0,42,1.0,1.0,1725.0,1.0,1.0,1.0,15,0,28,0,1,0,0,0,0,0,0,3,11,0,4344,46,2,11.893223819301848,1730.0,0,28,0.0,1.0,0.0,0.0,1.0,1223.5,1,1730.0,0.00057803467,0.00057803467,0.99710983,0.00057803467,0.00057803467,0.00057803467,865.0,703.82007,0.0,1.0,0.0,61.785714285714285,1.0,0.0,11.893223819301848,2.354281767955801,0.5357142857142857,0.009668508287292817,False,True,False,False,False,False,True,False,False,False,False,112.562,0.46
1993,58607.0,0,1,63,867.0,0.0,86.0,0.0,0.0,19.0,3,2,3,9,8,0,1,0,0,0,0,3,11,1,4335,76,2,11.868583162217659,972.0,1,14,0.14285714285714285,0.21428571428571427,0.6428571428571429,0.25,1.0,29303.5,1,972.0,0.8919753,0.0,0.088477366,0.0,0.0,0.019547325,486.0,346.98184,0.14285714285714285,0.21428571428571427,0.6428571428571429,69.42857142857143,4.0,0.2,11.868583162217659,1.1795847750865052,0.21428571428571427,0.01453287197231834,False,False,False,True,False,False,True,False,False,False,False,4454.132,3.04
4047,65324.0,0,1,0,384.0,0.0,102.0,21.0,32.0,5.0,3,6,2,9,4,0,0,0,0,0,0,3,11,0,3826,71,2,10.47501711156742,544.0,0,17,0.35294117647058826,0.11764705882352941,0.5294117647058824,1.5,1.0,32662.0,1,544.0,0.7058824,0.0,0.1875,0.03860294,0.05882353,0.009191177,272.0,148.34239,0.35294117647058826,0.11764705882352941,0.5294117647058824,32.0,0.6666666666666666,0.0,10.47501711156742,1.6229090433873496,0.17647058823529413,0.0,False,False,False,True,False,False,True,False,False,False,False,4638.004,0.4733333333333333
1409,40689.0,0,1,69,270.0,3.0,27.0,39.0,6.0,99.0,7,7,1,5,8,0,0,0,0,0,0,3,11,0,4335,74,2,11.868583162217659,444.0,0,13,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.875,1.0,20344.5,1,444.0,0.6081081,0.006756757,0.06081081,0.08783784,0.013513514,0.22297297,222.0,102.11758,0.5384615384615384,0.07692307692307693,0.38461538461538464,34.15384615384615,1.1428571428571428,0.0,11.868583162217659,1.0953287197231834,0.5384615384615384,0.01591695501730104,False,True,False,False,False,False,False,False,True,False,False,3010.986,0.8457142857142856
7892,18589.0,0,0,89,6.0,4.0,25.0,15.0,12.0,13.0,2,2,1,3,7,0,0,0,0,0,0,3,11,0,4464,56,1,12.2217659137577,75.0,0,6,0.3333333333333333,0.16666666666666666,0.5,0.2857142857142857,0.0,18589.0,0,75.0,0.08,0.053333335,0.33333334,0.2,0.16,0.17333333,75.0,7.4498324,0.3333333333333333,0.16666666666666666,0.5,12.5,3.5,0.0,12.2217659137577,0.4909274193548387,0.3333333333333333,0.019937275985663083,False,True,False,False,False,False,False,True,False,False,False,1040.984,1.96
2404,53359.0,1,1,4,173.0,4.0,30.0,3.0,6.0,41.0,4,5,1,4,7,0,0,0,0,0,0,3,11,1,4335,49,3,11.868583162217659,257.0,0,10,0.5,0.1,0.4,0.7142857142857143,2.0,17786.333333333332,1,257.0,0.67315173,0.015564202,0.11673152,0.0116731515,0.023346303,0.15953307,85.666664,65.670135,0.5,0.1,0.4,25.7,1.4,0.0,11.868583162217659,0.842560553633218,0.4,0.000922722029988466,False,True,False,False,False,False,True,False,False,False,False,2614.591,0.6859999999999999
5255,51277.0,1,0,19,5.0,1.0,800.0,3.0,263.0,362.0,0,27,0,0,1,0,0,0,0,0,0,3,11,1,4335,39,2,11.868583162217659,1434.0,0,27,1.0,0.0,0.0,27.0,1.0,25638.5,1,1434.0,0.0034867504,0.0006973501,0.55788004,0.0020920502,0.18340307,0.25244072,717.0,315.44318,1.0,0.0,0.0,53.111111111111114,0.037037037037037035,0.0,11.868583162217659,2.2749134948096885,0.0,0.004382929642445213,False,True,False,False,False,False,False,True,False,False,False,1999.803,0.014444444444444444
9422,38360.0,1,0,26,36.0,2.0,42.0,20.0,21.0,10.0,2,2,1,4,3,0,0,0,0,0,0,3,11,0,4335,36,2,11.868583162217659,131.0,0,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.6666666666666666,1.0,19180.0,1,131.0,0.27480915,0.015267176,0.32061067,0.15267175,0.16030534,0.07633588,65.5,15.131644,0.2857142857142857,0.14285714285714285,0.5714285714285714,18.714285714285715,1.5,0.0,11.868583162217659,0.5897923875432526,0.2857142857142857,0.0059976931949250285,False,True,False,False,False,False,True,False,False,False,False,1380.96,0.54
1966,84618.0,0,0,96,684.0,100.0,801.0,21.0,66.0,0.0,1,6,9,10,2,0,0,1,0,0,0,3,11,1,4335,60,1,11.868583162217659,1672.0,1,25,0.24,0.36,0.4,3.0,0.0,84618.0,0,1672.0,0.4090909,0.059808612,0.479067,0.012559809,0.039473683,0.0,1672.0,362.85626,0.24,0.36,0.4,66.88,0.3333333333333333,0.2,11.868583162217659,2.106401384083045,0.04,0.022145328719723183,False,False,False,True,False,False,True,False,False,False,False,5077.08,0.2
6864,10979.0,0,0,34,8.0,4.0,10.0,2.0,2.0,4.0,2,3,0,3,5,0,0,0,0,0,0,3,11,0,4335,36,1,11.868583162217659,30.0,0,6,0.5,0.0,0.5,0.6,0.0,10979.0,0,30.0,0.26666668,0.13333334,0.33333334,0.06666667,0.06666667,0.13333334,30.0,3.2863355,0.5,0.0,0.5,5.0,1.6666666666666667,0.0,11.868583162217659,0.5055363321799308,0.3333333333333333,0.00784313725490196,False,False,True,False,False,True,False,False,False,False,False,395.244,0.6
3033,38620.0,0,0,56,112.0,17.0,44.0,34.0,22.0,89.0,1,2,5,3,3,0,0,0,0,0,0,3,11,0,4187,62,1,11.463381245722108,318.0,0,10,0.2,0.5,0.3,0.6666666666666666,0.0,38620.0,0,318.0,0.35220125,0.05345912,0.13836478,0.10691824,0.06918239,0.2798742,318.0,38.667816,0.2,0.5,0.3,31.8,1.5,0.0,11.463381245722108,0.8723429663243373,0.1,0.013374731311201338,False,False,True,False,False,False,False,False,True,False,False,2394.44,0.93
5710,40548.0,0,1,31,110.0,0.0,5.0,2.0,0.0,3.0,2,2,1,4,5,0,1,0,0,0,0,3,11,0,4578,55,2,12.53388090349076,120.0,1,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.4,1.0,20274.0,1,120.0,0.9166667,0.0,0.041666668,0.016666668,0.0,0.025,60.0,44.131622,0.2857142857142857,0.14285714285714285,0.5714285714285714,17.142857142857142,2.5,0.2,12.53388090349076,0.5584862385321101,0.2857142857142857,0.006771515945827872,False,True,False,False,False,False,False,False,True,False,False,2230.14,1.375
7373,46610.0,0,2,8,96.0,12.0,96.0,33.0,22.0,43.0,6,4,1,6,6,0,0,0,0,0,0,3,11,1,4335,73,3,11.868583162217659,302.0,0,11,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.6666666666666666,2.0,15536.666666666666,1,302.0,0.3178808,0.0397351,0.3178808,0.10927153,0.07284768,0.14238411,100.666664,36.870945,0.36363636363636365,0.09090909090909091,0.5454545454545454,27.454545454545453,1.5,0.0,11.868583162217659,0.9268166089965398,0.5454545454545454,0.001845444059976932,False,False,False,True,False,True,False,False,False,False,False,3402.53,1.095
8755,68657.0,0,0,4,482.0,34.0,471.0,119.0,68.0,22.0,1,3,5,9,7,0,0,0,0,0,0,3,11,1,4335,79,1,11.868583162217659,1196.0,0,17,0.17647058823529413,0.29411764705882354,0.5294117647058824,0.42857142857142855,0.0,68657.0,0,1196.0,0.40301004,0.028428094,0.39381272,0.099498324,0.05685619,0.018394649,1196.0,217.34181,0.17647058823529413,0.29411764705882354,0.5294117647058824,70.3529411764706,2.3333333333333335,0.0,11.868583162217659,1.4323529411764706,0.058823529411764705,0.000922722029988466,False,False,True,False,False,False,True,False,False,False,False,5423.903,1.8433333333333335
10738,49389.0,1,1,55,40.0,0.0,19.0,2.0,1.0,3.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0,4335,74,3,11.868583162217659,65.0,0,5,0.4,0.0,0.6,0.2857142857142857,2.0,16463.0,1,65.0,0.61538464,0.0,0.2923077,0.03076923,0.015384615,0.046153847,21.666666,15.942606,0.4,0.0,0.6,13.0,3.5,0.0,11.868583162217659,0.421280276816609,0.2,0.012687427912341407,False,False,True,False,False,False,False,True,False,False,False,3654.786,2.59
4339,67353.0,0,1,37,702.0,17.0,151.0,0.0,8.0,35.0,5,5,6,12,2,0,0,0,0,0,0,3,11,1,4335,55,2,11.868583162217659,913.0,0,23,0.21739130434782608,0.2608695652173913,0.5217391304347826,2.5,1.0,33676.5,1,913.0,0.7688938,0.018619934,0.16538882,0.0,0.008762322,0.03833516,456.5,275.0472,0.21739130434782608,0.2608695652173913,0.5217391304347826,39.69565217391305,0.4,0.0,11.868583162217659,1.9378892733564015,0.21739130434782608,0.00853517877739331,False,False,False,True,False,False,True,False,False,False,False,3704.415,0.22
10755,23718.0,1,0,76,6.0,3.0,14.0,15.0,7.0,36.0,3,3,1,2,7,0,0,0,0,0,0,3,11,0,4456,49,2,12.199863107460644,81.0,0,6,0.5,0.16666666666666666,0.3333333333333333,0.42857142857142855,1.0,11859.0,1,81.0,0.074074075,0.037037037,0.17283951,0.18518518,0.086419754,0.44444445,40.5,11.979149,0.5,0.16666666666666666,0.3333333333333333,13.5,2.3333333333333335,0.0,12.199863107460644,0.49180879712746856,0.5,0.017055655296229804,False,False,False,False,False,False,True,False,False,False,False,1162.182,1.1433333333333335
8595,42429.0,0,1,99,55.0,0.0,6.0,2.0,0.0,4.0,2,1,1,3,5,0,0,0,0,0,0,3,11,0,3825,52,2,10.472279260780287,67.0,0,5,0.2,0.2,0.6,0.2,1.0,21214.5,1,67.0,0.8208955,0.0,0.08955224,0.029850746,0.0,0.05970149,33.5,21.600155,0.2,0.2,0.6,13.4,5.0,0.0,10.472279260780287,0.4774509803921569,0.4,0.02588235294117647,False,True,False,False,False,False,False,False,False,True,False,2206.308,2.6
2968,48948.0,0,0,53,437.0,8.0,206.0,160.0,49.0,42.0,2,7,10,5,6,1,0,0,0,0,0,3,11,0,4494,82,1,12.303901437371664,902.0,1,22,0.3181818181818182,0.45454545454545453,0.22727272727272727,1.1666666666666667,0.0,48948.0,0,902.0,0.48447895,0.0088691795,0.22838138,0.17738359,0.054323725,0.046563193,902.0,159.77066,0.3181818181818182,0.45454545454545453,0.22727272727272727,41.0,0.8571428571428571,0.2,12.303901437371664,1.7880507343124163,0.09090909090909091,0.011793502447708056,False,False,False,True,False,True,False,False,False,False,False,4013.736,0.7028571428571427
8601,80011.0,0,1,3,421.0,76.0,536.0,82.0,178.0,102.0,2,8,6,5,4,0,0,0,0,0,0,3,11,1,4335,45,2,11.868583162217659,1395.0,0,19,0.42105263157894735,0.3157894736842105,0.2631578947368421,2.0,1.0,40005.5,1,1395.0,0.30179211,0.05448029,0.3842294,0.058781363,0.12759857,0.07311828,697.5,197.37654,0.42105263157894735,0.3157894736842105,0.2631578947368421,73.42105263157895,0.5,0.0,11.868583162217659,1.6008650519031142,0.10526315789473684,0.0006920415224913495,False,True,False,False,False,False,True,False,False,False,False,3600.495,0.225
503,20559.0,1,0,88,13.0,1.0,29.0,3.0,0.0,7.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,4159,40,2,11.38672142368241,53.0,0,5,0.4,0.0,0.6,0.25,1.0,10279.5,1,53.0,0.24528302,0.018867925,0.5471698,0.056603774,0.0,0.13207547,26.5,10.962055,0.4,0.0,0.6,10.6,4.0,0.0,11.38672142368241,0.4391079586439048,0.4,0.021158932435681656,False,False,True,False,False,False,True,False,False,False,False,822.36,1.6
8430,21994.0,0,1,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,4335,68,2,11.868583162217659,22.0,0,3,0.0,0.0,1.0,0.0,1.0,10997.0,1,22.0,0.4090909,0.0,0.27272728,0.13636364,0.045454547,0.13636364,11.0,3.32666,0.0,0.0,1.0,7.333333333333333,5.0,0.0,11.868583162217659,0.2527681660899654,0.3333333333333333,0.000922722029988466,False,True,False,False,False,False,False,False,True,False,False,1495.592,3.4
7281,51277.0,0,0,80,81.0,11.0,50.0,3.0,2.0,39.0,1,1,3,4,2,0,0,0,0,0,0,3,11,0,4365,66,1,11.950718685831623,186.0,0,8,0.125,0.375,0.5,0.5,0.0,51277.0,0,186.0,0.43548387,0.059139784,0.26881722,0.016129032,0.010752688,0.20967741,186.0,31.464266,0.125,0.375,0.5,23.25,2.0,0.0,11.950718685831623,0.6694158075601374,0.125,0.018327605956471937,False,False,False,True,False,False,False,True,False,False,False,3384.282,1.32
2139,7500.0,1,0,19,3.0,1.0,10.0,3.0,2.0,12.0,3,2,0,3,5,0,0,0,0,0,0,3,11,0,4455,50,2,12.19712525667351,31.0,0,5,0.4,0.0,0.6,0.4,1.0,3750.0,1,31.0,0.09677419,0.032258064,0.32258064,0.09677419,0.06451613,0.38709676,15.5,4.6224093,0.4,0.0,0.6,6.2,2.5,0.0,12.19712525667351,0.4099326599326599,0.6,0.004264870931537598,False,False,True,False,False,False,True,False,False,False,False,375.0,1.25
1371,79941.0,0,0,72,123.0,164.0,266.0,227.0,30.0,174.0,1,2,4,9,1,0,0,0,0,0,0,3,11,0,4335,49,1,11.868583162217659,984.0,0,15,0.13333333333333333,0.26666666666666666,0.6,2.0,0.0,79941.0,0,984.0,0.125,0.16666667,0.2703252,0.23069106,0.030487806,0.17682926,984.0,82.5954,0.13333333333333333,0.26666666666666666,0.6,65.6,0.5,0.0,11.868583162217659,1.263840830449827,0.06666666666666667,0.01660899653979239,False,True,False,False,False,False,False,True,False,False,False,3917.109,0.245
9909,7500.0,0,0,24,3.0,18.0,14.0,15.0,22.0,50.0,3,3,1,3,9,0,0,0,0,0,0,3,11,0,4607,29,1,12.61327857631759,122.0,0,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.0,7500.0,0,122.0,0.024590164,0.14754099,0.114754096,0.12295082,0.18032786,0.40983605,122.0,15.8577,0.42857142857142855,0.14285714285714285,0.42857142857142855,17.428571428571427,3.0,0.0,12.61327857631759,0.5549706967657912,0.42857142857142855,0.005209463859344476,False,False,False,False,False,False,True,False,False,False,False,217.5,0.87
